0,1,2,3,4,label
0.19748206125933204,-0.02455382162139399,0.011970788165751473,-0.029714702599117508,0.1061578200130927,5
-0.08697498311451263,-0.04699922996531087,0.05609865483493094,0.043673301782243386,0.004730245880173808,1
-0.07174076486375058,0.12832029786027216,0.02361514982989241,-0.047106107763292354,-0.012463320387046325,4
-0.0539876671617966,0.05472630564601072,0.006118653767490712,0.0015640411566485333,-0.02096458859578548,4
-0.10137987637642902,0.03814075253727055,-0.007955216470801793,-0.04568105059602785,-0.012757751024966084,1
-0.056306674115581976,-0.013896460275927551,0.012837358436409776,0.00587392109572961,0.039358382770413695,1
-0.007460818212553943,0.14216304454708284,0.014917446774779143,-0.046945410510313285,-0.05133801487197049,4
0.050342095510478475,0.11096758343718144,0.013419543276798266,0.0012104916164990933,-0.055805920330790564,4
-0.15798770762491118,0.03401721359342078,0.014183636977176856,-0.014194052002208949,0.0688158421129278,1
-0.05981382006649578,0.06644423071845414,0.004844010935046496,-0.06540346638882577,0.0109345969045165,4
0.09904065336417775,-0.16922745358779315,0.1747646664557272,-0.012865353611174118,-0.08302946122353085,2
0.12224294955222632,0.14060579526288092,0.016343950686651242,-0.019929506641033816,-0.05428227913697419,6
-0.05286240304673958,-0.03085801016145253,-0.0640571219192952,0.0974281787871964,-0.012002401762098762,3
-0.02885646652867643,0.04324259535235548,-0.002397262859146076,-0.027851018998639444,0.030661890760905298,4
-0.039211278278806765,0.09159005993157943,0.022956860113459713,-0.033959614608101506,0.011632351268483141,4
-0.12191346362089168,0.06714050288791518,0.011417381997729134,0.037152949234810086,-0.04762953929845337,1
0.043424422015813674,-0.12583339308807764,0.01899168638520384,-0.059788461054118766,-0.04191394868936112,2
0.05572673662422337,0.12983850670406114,0.015350708912284716,-0.02295375528277717,-0.03814170503681044,4
-0.004631226570534214,0.11168204406923897,0.018807778538369114,-0.043796859650809955,-0.015529574386354685,4
-0.07035007652131145,0.0319459856966171,-0.010427535393240733,0.04649023794374241,-0.029016981539185895,1
0.0936775384058511,-0.054533934365593964,-0.22602724112928582,-0.07473975326999581,0.02197989452478398,3
0.2526458496418346,-0.09617058470589217,-0.14229762563877882,0.08873991962411405,0.017756600112634073,5
0.012412277748633219,-0.05545408144230079,-0.0817401644545843,0.05163783373454976,0.017273260084000586,3
0.020563086405744325,-0.0023763160606411265,-0.031145346076832142,-0.017441322741183582,0.025091764975695853,4
-0.011905408959416539,0.06191272585981783,-0.005466044990689961,-0.05846978741034799,-0.02361240164618578,4
-0.03522798962102776,0.1609558059806349,0.0373929455177953,-0.03026532030252538,-0.015574380904673378,4
0.20576180356897375,-0.0782325601521855,0.04239221247922559,0.002802275680251775,0.06330337636220199,5
0.09956877859492484,-0.023033230359699414,-0.2470874078836114,-0.07111260121271636,0.008043026364503941,3
0.07182730756432187,0.0025311605439991398,-0.26650134120537383,-0.04249343795522478,-0.004626587123152769,3
0.11123998146230973,-0.11297098519135158,0.09569440810766183,0.013492479425709778,-0.07520826930760624,2
0.365847739566203,-0.1469584878047664,0.0077424992180891985,0.0857424559428185,-0.02367023752333704,5
-0.154298050720542,0.06566605829216965,0.00505070559521653,0.16599545171594668,-0.056540156979129605,1
-0.08548650673112258,0.0792269944569205,0.018316092202074974,0.04797178408548971,-0.09073330188000016,4
-0.062356586565558834,-0.07812146987895109,-0.010657805606106456,-0.03850168732135461,0.0037321983219701653,1
-0.05410043709076379,0.08533723341331201,0.016658063290607705,-0.0116713630647349,-0.051367148979420456,4
0.008765646228248146,0.08127685494836828,0.016867706454367738,-0.014966458119940785,0.04187183354782773,4
0.027830664760074494,0.08980070596056242,0.00799084409807389,0.02656518416355965,-0.05982995739086307,4
-0.13070835989949686,-0.09551825867217457,0.11202289982988764,-0.03690394399980829,-0.010643528642484214,1
0.15348006848297946,-0.1761647497249354,0.08102135420765998,-0.06510201877764688,-0.07445370464166313,2
0.28341895292516944,-0.051088737391711436,-0.058779212922686605,-0.019585588450917086,-0.005193514977151937,5
0.04853883544493348,0.06213185268026582,-0.0069331302154171685,-0.05976513508814305,0.01831525671239858,4
-0.0762949577114328,-0.019472125180584266,-0.0453727180725221,-0.0037517884080841527,0.009642506287746797,1
0.05369815314346789,0.12928101326789207,0.01696999396590791,-0.0403814935009885,0.002975389235569436,4
0.054683321046253175,0.06034459512795911,-0.010693199836435872,-0.049991599804088176,-0.023407451022852643,4
-0.030434313060799547,-0.08335190112195526,-0.07676089344379436,0.02725484046057385,-0.014751972140377547,3
-0.05947962588355113,0.09888844748930208,0.007561745268839295,-0.053295516604062884,-0.041327662891646307,4
-0.07098155702554565,-0.03417201674293858,-0.0526202488744953,-0.024168855323461948,-0.0011500734345761742,1
-0.23862880969566153,0.05342757325830129,0.03338985737118877,0.01031931109227707,0.017534144199738585,1
0.051239695222358564,-0.10461387328894403,0.15954107325759895,0.029111385892032667,-0.003439259669191305,2
-0.05669029289504004,0.06672357965919123,0.012636674411271866,0.019079894858873615,0.04692052470051847,4
-0.19910829906248478,-0.001804430188350124,-0.12069541335007869,-0.05004490679952433,-0.006496207348058602,1
0.012665403250364672,-0.044848185421821916,-0.0225771601559449,0.00417807268060354,0.04900296986661448,3
-0.05543462060422314,0.11044854809673613,0.02633724717304458,0.0878673537525823,0.027788592303337203,4
-0.1822205253792659,0.017543622522157902,0.07256948925261375,0.05118555461068059,0.10098637206030062,1
-0.13908257062037122,0.07721013764990105,0.026657424981490697,0.03832235944568769,0.03980087149353587,1
0.015611996486406913,0.08840103748561345,0.020594112016477345,0.00010213326607978973,0.04682618713409803,4
-0.048576276749513696,-0.1458595557509852,-0.16806718973135673,0.40654177881648085,-0.12579505474871255,3
-0.09431239226379394,-0.09584198145664738,0.0750708210969018,0.01818494757829115,-0.06184712807786458,1
0.11726836130641506,0.1253406298454373,0.019951155957794356,0.03940218693284985,-0.05597669551345998,6
0.04405526881738908,-0.14656660003464983,0.3453473576745647,0.06485597240772714,-0.04667384933677286,2
0.3458444083294159,0.06816212066145257,-0.04561560496167243,0.07247753778236071,0.0023654919803293905,5
